onTimeDeliveryRate,financialScore,defectRate,disputeFrequency,geopoliticalRiskFlag,totalShipments,averageDelayDays,daysSinceLastShip,activeShipmentCount,categoryRisk,riskScore,riskTier
59.79,54.9,12.03,9.01,0,125,3.2,73.4,13,0,34.01,medium
12.11,10.81,28.81,17.46,1,4,18.43,160.0,40,3,91.33,critical
97.58,96.54,1.6,0.66,0,181,0.53,27.0,2,2,7.57,low
63.88,47.56,12.7,7.11,0,148,4.76,62.0,20,3,38.72,medium
51.28,44.73,14.79,13.63,0,11,12.74,120.7,38,3,55.6,medium
57.24,64.09,7.02,5.47,0,127,3.14,87.0,13,1,30.38,medium
29.84,34.51,13.79,12.05,0,10,11.74,72.7,25,0,54.21,medium
47.21,23.34,13.07,12.78,1,34,8.21,105.6,24,2,61.31,high
49.57,37.91,18.05,12.32,1,25,9.57,78.9,24,2,60.6,high
53.15,26.04,17.95,11.23,1,46,8.6,122.1,28,2,61.78,high
12.52,2.94,26.68,19.6,1,5,18.41,178.4,49,2,92.5,critical
55.42,51.98,6.43,4.45,1,108,3.08,46.2,6,2,40.26,medium
85.2,85.74,2.47,1.38,0,109,0.95,16.3,8,0,11.78,low
65.26,73.01,10.42,8.92,0,67,5.61,64.4,13,1,32.1,medium
37.08,27.69,20.42,10.14,0,54,9.49,96.9,34,2,57.97,medium
75.45,52.57,12.54,9.82,0,81,7.76,41.7,5,1,34.93,medium
99.11,80.51,0.57,0.54,0,236,2.42,13.0,7,1,8.73,low
59.06,72.7,9.65,8.9,0,84,6.11,44.8,13,1,32.79,medium
1.46,5.97,25.02,19.33,1,4,16.89,152.3,45,3,93.01,critical
33.73,23.96,20.29,13.67,1,24,10.61,97.9,26,3,70.87,high
57.88,59.99,13.51,6.44,0,137,4.98,37.7,24,1,35.25,medium
97.44,76.66,3.98,2.52,0,235,0.61,21.6,0,3,13.59,low
81.91,89.38,3.53,2.22,0,283,1.39,17.7,9,0,10.82,low
39.22,40.0,17.7,12.46,0,43,12.53,112.3,32,2,57.33,medium
53.95,44.49,13.77,12.63,1,22,8.18,138.8,23,1,55.74,medium
89.78,79.66,1.13,2.0,0,272,0.39,8.2,1,0,8.3,low
58.38,62.67,7.4,9.66,1,101,6.6,68.6,12,3,45.26,medium
82.5,92.28,0.09,0.52,0,154,0.5,18.3,7,0,8.76,low
53.44,22.1,19.5,9.18,1,55,12.21,68.9,20,1,61.01,high
9.28,3.6,26.61,16.32,1,7,16.66,178.6,48,3,91.6,critical
78.21,68.12,14.27,6.23,1,59,3.37,71.0,20,0,36.72,medium
56.03,53.43,8.42,5.23,0,58,7.97,56.7,21,0,35.55,medium
56.69,58.6,13.51,8.98,0,122,4.49,71.8,11,0,35.32,medium
47.53,33.83,17.84,13.69,0,40,8.41,123.1,25,3,55.87,medium
11.42,2.66,24.95,18.29,1,5,18.27,158.8,43,2,90.33,critical
99.68,98.63,2.05,1.16,0,264,1.51,10.6,3,2,6.38,low
72.38,55.06,8.6,6.34,1,51,6.83,41.3,19,2,41.87,medium
28.0,28.24,14.91,13.53,1,23,10.25,92.2,30,3,68.77,high
32.95,35.54,17.75,9.03,0,27,11.0,102.6,37,3,58.63,medium
33.29,29.66,16.1,8.48,1,27,10.33,114.1,25,2,64.14,high
94.46,95.3,1.92,0.32,0,225,1.27,19.7,3,0,5.56,low
92.14,94.21,1.85,2.17,0,167,1.21,13.0,6,1,9.32,low
83.64,90.66,0.98,1.83,0,278,1.92,5.6,6,2,11.37,low
79.5,66.74,7.83,7.25,0,30,5.56,35.0,5,1,27.22,low
29.62,41.04,17.21,11.18,1,35,10.17,132.6,34,3,67.02,high
8.8,15.0,28.66,16.68,1,5,17.93,169.4,45,3,91.13,critical
5.09,14.48,24.5,19.01,1,5,18.83,177.2,44,3,91.9,critical
75.79,60.05,11.8,8.77,0,57,4.55,86.0,24,3,36.21,medium
98.89,85.17,1.22,1.39,0,137,2.3,6.4,8,1,9.85,low
58.41,58.87,6.36,6.17,0,53,4.28,51.8,6,2,32.76,medium
28.77,30.37,12.59,14.5,0,54,9.93,103.2,24,2,57.45,medium
72.73,66.04,10.61,7.12,0,127,7.1,37.0,9,1,30.07,medium
82.32,82.22,1.52,2.63,0,227,1.03,29.4,4,0,11.68,low
49.91,28.55,15.51,9.33,0,34,12.59,78.7,31,2,53.78,medium
63.36,67.02,14.42,4.97,0,80,6.31,65.7,15,2,35.26,medium
75.14,62.34,8.26,9.11,1,135,7.39,75.6,7,2,40.2,medium
32.26,49.32,12.05,9.46,0,29,10.11,67.8,23,2,50.07,medium
7.9,1.73,24.68,18.82,1,7,17.03,167.9,43,3,92.17,critical
6.24,6.3,23.78,16.96,1,2,19.45,160.2,40,3,91.47,critical
90.37,86.19,0.27,2.14,0,130,1.75,3.5,7,1,11.09,low
67.16,74.69,5.57,8.42,0,108,4.99,75.5,5,1,27.56,low
7.3,5.87,22.36,16.97,1,3,17.19,173.2,40,2,88.25,critical
13.36,11.33,26.29,18.43,0,5,16.92,152.9,42,3,81.35,critical
48.61,45.1,17.54,12.75,1,10,8.63,74.6,30,3,60.85,high
87.6,88.25,1.11,0.32,0,143,1.14,11.6,2,2,11.39,low
74.77,68.19,8.21,8.19,0,140,4.28,44.0,8,2,28.19,low
27.82,36.37,14.88,11.4,1,51,11.7,101.4,26,2,65.32,high
12.32,8.35,24.01,16.25,1,7,17.06,153.7,46,3,88.35,critical
13.23,13.26,23.24,18.64,1,1,18.92,152.5,44,2,87.78,critical
12.27,14.61,26.97,18.87,1,6,16.21,175.1,47,3,89.99,critical
93.96,91.82,2.59,2.16,0,105,2.03,16.0,8,2,12.57,low
14.44,13.72,27.27,16.46,1,6,16.91,153.1,47,3,88.54,critical
2.27,7.4,26.49,19.43,1,5,18.77,153.8,49,3,94.78,critical
59.91,70.85,14.96,4.72,0,134,6.86,27.5,8,0,30.99,medium
66.69,53.36,5.21,6.39,0,57,4.8,41.8,12,3,33.36,medium
98.11,93.97,1.85,1.04,0,106,1.09,20.9,0,0,6.59,low
79.99,52.36,6.8,7.38,0,74,6.52,36.5,16,3,32.86,medium
8.04,0.96,28.93,17.51,1,6,18.61,166.6,49,3,95.02,critical
60.81,71.98,7.45,7.36,0,116,3.97,58.3,9,2,30.34,medium
49.64,38.67,12.76,9.73,0,17,12.1,130.8,32,2,52.1,medium
66.29,49.94,11.33,4.47,1,35,5.68,82.0,20,3,46.32,medium
97.24,99.33,4.37,1.33,0,167,0.53,24.5,9,2,9.46,low
40.48,25.69,17.02,9.84,0,54,9.5,67.3,36,2,55.35,medium
39.6,33.74,15.37,14.41,0,20,12.13,127.7,27,1,56.94,medium
32.12,44.58,20.11,8.6,0,30,11.56,80.7,29,3,57.24,medium
8.68,1.03,27.39,18.73,1,1,19.22,165.3,44,3,94.76,critical
90.05,96.82,1.09,0.05,0,186,2.16,2.7,4,1,7.82,low
90.49,79.01,1.57,0.9,0,244,1.66,1.9,9,1,10.89,low
34.88,28.94,17.65,10.52,0,48,13.66,139.5,37,3,62.23,high
40.28,29.13,17.27,10.33,0,24,13.34,104.9,31,2,58.28,medium
35.91,25.44,20.57,8.51,1,45,11.55,103.9,35,2,67.48,high
90.46,76.44,2.69,1.77,0,193,1.45,19.9,2,0,11.38,low
62.77,50.3,5.06,6.44,0,32,4.77,36.0,24,3,35.87,medium
98.08,81.27,4.18,1.35,0,219,2.96,1.2,1,1,10.71,low
4.77,8.46,28.64,19.2,1,1,16.43,152.8,43,3,93.07,critical
80.0,66.39,13.58,9.52,0,140,3.11,56.8,23,2,31.32,medium
9.77,8.12,25.32,18.82,1,7,18.81,177.9,48,3,92.6,critical
96.8,97.25,3.77,0.66,0,170,2.31,27.2,1,2,9.76,low
92.73,76.36,2.89,0.53,0,230,0.27,5.9,4,0,9.01,low
56.66,72.79,9.68,5.06,1,41,6.69,51.7,19,0,39.62,medium
53.46,47.16,13.17,10.51,1,28,11.26,134.2,33,2,57.82,medium
92.75,99.0,4.47,0.95,1,171,1.82,18.2,0,0,15.55,low
95.43,99.47,3.07,1.74,0,124,0.38,20.4,7,0,6.99,low
49.55,29.68,16.88,9.74,1,52,13.96,109.1,27,3,64.77,high
6.17,12.05,29.94,17.69,1,5,19.63,151.3,42,3,93.72,critical
85.47,82.04,2.01,0.2,0,182,1.9,18.9,5,1,12.34,low
3.74,10.99,27.91,16.27,0,2,18.79,161.4,44,3,84.71,critical
6.6,6.72,23.7,16.62,1,6,19.91,162.8,40,3,91.39,critical
13.76,3.46,24.64,18.46,1,5,19.35,169.2,42,3,91.74,critical
11.66,1.27,26.27,19.22,1,4,16.57,155.7,49,2,91.02,critical
86.31,89.54,1.44,1.01,0,175,0.14,4.6,2,3,12.08,low
71.29,70.58,10.24,8.78,0,75,4.39,26.6,11,1,29.21,low
92.55,95.43,3.64,0.66,0,201,0.5,24.6,1,0,6.74,low
93.3,99.39,3.03,2.51,0,211,2.09,0.9,4,1,8.36,low
92.7,94.69,0.07,2.5,0,189,2.41,4.2,1,2,9.61,low
51.87,37.16,17.47,11.23,1,41,12.32,61.4,38,2,61.58,high
12.19,7.02,22.35,16.23,1,3,19.15,161.1,49,1,86.89,critical
97.57,81.88,3.24,0.82,1,209,0.36,22.1,3,3,19.88,low
41.27,38.89,19.43,11.18,0,43,10.39,73.9,24,1,53.14,medium
47.97,21.42,17.66,9.44,1,17,11.67,89.3,27,2,64.14,high
2.0,13.2,26.53,19.9,1,2,19.52,153.1,40,2,92.47,critical
75.2,69.3,11.65,4.97,1,133,3.49,83.3,10,1,35.21,medium
38.14,40.03,16.13,9.82,1,23,13.28,107.3,36,2,64.44,high
64.4,61.1,5.8,7.23,0,85,6.62,45.0,9,2,32.38,medium
91.97,98.9,1.7,0.39,0,290,2.11,29.6,7,0,5.57,low
99.26,93.8,2.55,0.68,1,148,0.34,21.9,6,0,14.0,low
69.37,58.03,9.19,7.08,0,139,6.25,25.9,11,1,30.8,medium
80.73,92.4,0.72,0.85,0,114,1.26,2.2,8,1,11.62,low
52.66,46.96,19.33,10.87,0,34,11.3,133.5,37,2,53.34,medium
28.58,32.26,18.52,8.81,0,25,9.93,70.8,25,1,55.49,medium
92.37,93.32,0.24,0.85,1,279,2.87,13.3,5,1,15.45,low
80.61,92.79,1.41,1.65,0,121,1.02,22.7,0,0,10.55,low
80.44,79.91,1.78,1.59,0,202,0.18,20.1,2,0,11.57,low
83.73,94.11,0.28,1.31,0,183,0.12,15.0,3,1,8.96,low
0.81,1.73,27.65,19.79,1,7,17.56,155.0,40,3,95.4,critical
5.74,2.11,27.73,17.36,0,7,18.34,167.0,43,3,86.04,critical
7.81,1.62,25.62,16.86,1,3,16.38,179.5,40,3,91.36,critical
86.95,80.45,0.69,2.24,0,210,2.57,6.3,9,1,12.77,low
29.99,41.1,17.17,10.32,0,20,12.07,125.0,29,1,56.58,medium
25.38,21.51,19.96,13.02,0,29,11.94,67.6,26,1,62.06,high
59.05,47.83,5.59,4.76,1,44,3.27,81.0,17,0,39.92,medium
86.1,83.02,3.06,1.5,0,265,1.32,6.4,6,1,11.51,low
28.67,48.12,14.07,10.13,0,10,8.49,114.1,37,3,55.12,medium
54.28,21.33,16.3,10.29,0,36,12.39,134.9,36,3,57.8,medium
33.41,32.98,17.94,9.77,1,21,8.92,111.8,36,2,65.07,high
43.94,36.25,15.29,11.36,0,59,11.03,100.6,21,3,54.37,medium
46.01,34.07,13.92,12.6,0,39,12.26,97.0,38,1,53.9,medium
95.16,82.14,0.41,0.75,0,170,0.03,15.5,6,1,8.75,low
95.54,95.69,1.45,2.85,0,133,2.54,6.2,9,1,9.8,low
30.6,44.99,18.17,10.59,1,30,11.66,124.3,29,3,66.62,high
3.93,2.39,28.33,17.77,0,3,16.34,173.9,46,3,86.12,critical
86.46,91.66,1.88,0.13,0,102,2.11,15.2,7,2,12.9,low
97.9,89.88,4.37,2.2,0,274,1.89,15.5,6,0,7.73,low
69.93,69.62,9.77,7.02,1,67,6.37,83.5,12,2,40.57,medium
63.06,46.0,8.33,7.26,0,37,5.43,25.8,5,2,35.77,medium
9.5,2.49,29.59,18.69,1,1,19.11,175.7,41,3,95.25,critical
40.37,31.51,17.42,12.35,1,38,10.89,83.7,38,0,62.67,high
45.93,34.04,16.03,14.86,0,30,11.94,64.3,24,3,56.79,medium
65.05,50.37,12.05,7.02,0,142,6.5,69.7,9,3,38.03,medium
47.37,21.88,21.55,9.11,1,58,9.63,72.3,21,0,60.54,high
46.87,28.22,12.9,14.17,0,17,12.51,128.5,30,2,56.92,medium
63.74,69.86,9.52,8.7,0,94,5.08,56.1,22,2,33.66,medium
48.32,40.01,14.86,11.23,1,24,12.37,64.7,37,2,60.88,high
54.56,40.97,18.77,8.93,1,18,13.98,63.4,32,1,59.3,medium
49.57,27.54,20.44,11.82,1,44,8.15,122.3,20,2,62.87,high
99.93,93.77,3.46,0.74,1,159,0.17,21.2,4,0,13.89,low
77.69,52.59,14.33,7.81,0,110,5.65,31.4,14,2,34.44,medium
77.85,63.65,6.9,7.49,0,93,3.62,39.0,20,0,25.78,low
73.14,74.98,11.3,5.78,0,123,4.12,62.9,21,2,29.15,low
62.74,56.92,12.46,5.98,0,89,5.5,58.9,13,2,35.88,medium
30.58,48.09,14.81,9.63,0,20,11.97,93.7,36,2,54.88,medium
87.12,87.02,1.29,0.6,0,128,1.9,26.9,1,0,10.19,low
68.37,64.5,10.6,9.45,0,65,6.93,81.2,18,1,34.89,medium
63.85,71.31,9.64,7.93,0,71,7.09,88.2,5,2,33.92,medium
12.52,4.3,27.83,17.11,0,2,18.26,155.0,45,3,83.99,critical
81.59,77.04,1.26,0.26,0,197,2.35,13.9,3,0,12.24,low
9.69,12.98,27.49,18.24,1,2,17.13,176.0,49,3,91.57,critical
79.31,66.82,10.66,4.24,0,51,5.21,48.7,22,3,30.91,medium
9.22,14.53,23.65,16.81,1,5,16.56,158.6,46,2,86.54,critical
1.74,4.13,26.42,19.74,1,4,19.64,150.5,41,3,95.43,critical
82.78,86.26,1.56,2.59,0,142,1.68,0.0,7,2,14.63,low
93.58,91.66,3.68,2.76,0,109,1.01,7.6,5,0,9.73,low
5.17,4.26,23.66,19.21,1,5,17.68,156.1,47,2,91.18,critical
5.32,11.06,24.19,17.66,0,7,19.91,178.0,44,3,84.29,critical
65.49,64.93,9.76,8.92,0,113,7.95,80.9,12,2,35.61,medium
5.82,6.68,27.18,19.07,1,7,17.3,164.5,40,3,92.88,critical
35.39,31.77,19.38,14.16,0,16,10.0,110.9,21,2,59.21,medium
3.78,1.32,22.46,17.08,1,1,19.45,157.8,44,3,92.63,critical
4.7,7.93,23.06,18.6,1,2,16.61,165.8,43,3,90.66,critical
66.02,60.7,5.14,8.83,0,87,4.45,84.1,13,2,32.45,medium
5.22,9.0,23.58,18.17,1,2,16.7,151.9,40,3,89.89,critical
3.78,12.06,29.72,18.93,1,5,18.59,174.3,44,3,94.81,critical
81.7,82.41,1.43,2.71,0,169,0.49,15.0,9,0,12.31,low
79.32,53.25,12.85,8.06,1,30,4.17,38.9,8,3,42.6,medium
9.74,0.3,29.6,17.46,1,2,18.03,173.7,42,3,94.36,critical
85.49,97.73,0.2,1.79,0,253,0.46,12.9,6,2,8.92,low
77.65,69.33,14.47,7.5,0,122,5.1,40.3,22,3,33.03,medium
13.13,1.44,24.36,16.53,1,3,19.15,154.1,43,3,90.8,critical
41.71,43.5,17.32,13.85,1,21,13.94,105.2,36,1,64.63,high
46.22,21.14,15.34,14.79,0,34,11.87,103.7,37,2,59.18,medium
13.15,2.87,29.55,17.61,1,1,17.1,172.4,48,3,93.1,critical
5.14,9.74,26.22,17.08,1,1,16.82,160.4,47,3,91.3,critical
65.82,68.57,10.43,9.89,0,141,6.86,83.4,17,1,33.77,medium
13.03,2.47,25.87,16.61,1,4,16.14,167.6,40,3,89.62,critical
45.39,23.85,16.37,8.07,0,48,12.35,112.6,38,3,57.71,medium
60.83,64.69,9.16,5.99,0,42,7.92,25.0,12,3,35.95,medium
1.76,11.91,28.73,16.78,1,5,17.64,160.6,47,2,91.78,critical
6.49,8.69,29.74,16.05,1,2,19.7,168.6,41,3,93.73,critical
97.41,82.81,0.91,1.01,0,263,2.4,23.3,2,0,7.21,low
61.71,71.68,9.86,5.53,0,115,5.38,45.4,15,2,31.46,medium
28.04,35.35,14.36,9.08,0,21,9.52,79.7,39,2,55.7,medium
96.56,79.22,3.09,0.6,0,286,1.99,22.3,3,1,9.69,low
85.7,76.2,2.03,0.49,0,270,2.51,6.0,1,1,12.08,low
58.29,70.82,12.37,4.67,0,41,4.94,78.8,12,1,33.0,medium
8.02,4.02,26.31,20.0,1,7,19.87,175.8,48,2,94.03,critical
8.26,1.04,27.85,19.02,1,4,19.27,170.3,41,3,95.07,critical
69.83,45.03,10.35,8.32,0,84,5.15,85.5,18,1,36.17,medium
1.86,12.31,25.46,18.51,1,6,17.33,162.5,45,3,92.04,critical
6.87,0.01,26.53,18.2,1,2,18.03,162.1,42,3,93.72,critical
4.89,13.14,25.65,17.05,1,4,19.12,176.6,43,3,91.84,critical
9.23,0.26,23.39,17.18,1,4,17.87,154.4,42,2,89.56,critical
52.21,21.81,14.3,8.43,1,23,8.46,109.8,32,3,61.25,high
13.56,8.47,27.85,19.1,1,3,18.75,177.7,49,2,91.79,critical
27.61,44.17,19.89,12.87,0,35,10.06,120.4,39,3,61.06,high
77.59,64.87,6.74,5.86,0,59,7.79,84.1,5,1,28.82,low
50.01,44.37,13.11,9.31,0,30,13.33,102.9,23,2,50.17,medium
79.4,74.79,10.18,4.25,0,147,5.38,43.4,6,2,25.32,low
97.47,76.92,4.84,0.37,0,195,0.03,4.0,0,1,10.0,low
62.67,56.37,8.49,5.22,0,118,6.67,87.2,8,1,32.97,medium
27.85,40.0,12.71,12.81,0,13,8.39,90.1,36,0,52.75,medium
33.65,33.59,16.06,11.04,0,17,13.03,112.4,38,3,60.69,high
62.73,62.38,12.97,4.66,1,65,3.56,63.4,16,3,43.31,medium
86.13,92.54,2.3,1.43,0,192,0.4,6.0,1,0,8.07,low
82.19,83.87,5.0,2.32,0,159,1.23,1.8,1,2,15.72,low
38.91,46.72,15.03,13.94,0,45,11.26,98.6,28,3,55.6,medium
31.42,28.3,19.88,8.9,1,21,8.42,78.4,29,1,63.89,high
7.0,3.64,24.35,19.56,1,3,19.71,173.3,45,3,94.18,critical
74.88,69.41,14.96,9.43,0,148,4.59,53.1,12,3,33.65,medium
11.2,2.22,27.45,16.49,1,3,16.37,153.5,40,2,89.26,critical
48.27,33.29,20.65,14.55,0,31,8.92,68.6,38,2,56.47,medium
87.49,95.69,1.97,1.63,0,289,0.38,15.7,4,0,6.3,low
99.69,80.67,2.66,0.85,0,221,0.24,28.5,4,0,7.37,low
93.43,85.09,4.14,2.12,0,228,2.59,1.5,6,2,12.81,low
92.52,83.96,3.46,0.04,0,287,2.51,28.4,3,0,8.72,low
33.38,29.8,13.88,8.68,1,28,9.92,88.8,22,3,63.42,high
1.27,4.75,23.7,19.84,1,7,19.19,166.8,40,3,94.18,critical
73.6,62.78,8.76,9.21,0,55,6.26,25.4,16,2,32.74,medium
72.82,66.55,11.38,8.09,0,60,3.41,64.8,23,2,32.55,medium
89.37,96.54,1.95,2.49,0,296,2.74,4.8,8,3,11.56,low
63.2,73.48,7.68,7.22,0,52,4.13,47.6,23,1,30.08,medium
25.12,23.81,20.35,13.35,0,26,13.33,88.2,26,1,63.39,high
9.15,1.03,27.79,16.14,1,3,19.04,152.8,42,2,91.65,critical
11.48,2.33,25.69,18.34,1,4,17.39,153.9,41,2,89.96,critical
45.66,33.17,17.15,14.89,1,19,12.55,76.8,21,1,63.43,high
57.63,71.37,10.34,9.28,0,146,3.76,57.2,7,2,32.75,medium
84.44,92.6,2.57,1.81,0,264,2.62,5.5,2,0,9.2,low
63.81,73.62,7.89,7.37,0,131,6.19,73.5,12,2,31.3,medium
97.09,78.92,4.68,2.01,0,101,2.91,2.3,2,0,12.24,low
32.7,25.18,20.42,10.92,0,43,13.77,70.2,28,2,61.42,high
69.86,45.96,9.57,7.14,0,74,4.94,59.8,23,0,33.55,medium
60.1,67.77,11.93,5.13,0,148,6.8,45.9,14,3,34.96,medium
32.22,38.23,20.59,11.89,1,52,8.27,93.3,39,2,65.71,high
81.14,99.46,1.98,0.65,0,118,0.69,10.7,6,1,10.39,low
55.98,68.59,9.9,5.99,0,104,6.49,37.7,19,3,35.82,medium
82.55,91.23,0.65,0.54,0,242,2.53,26.6,0,1,10.2,low
6.75,4.62,26.0,18.84,1,6,16.55,164.6,42,3,92.1,critical
62.31,67.76,5.22,4.43,1,60,3.29,23.1,14,1,34.89,medium
83.64,84.98,0.33,1.76,0,216,0.92,9.2,2,1,10.7,low
0.39,1.64,24.3,17.41,1,1,16.77,157.5,48,3,93.05,critical
59.97,64.6,6.65,5.9,0,92,3.06,58.9,7,2,30.38,medium
75.21,50.86,13.77,6.24,1,149,7.69,28.2,23,0,40.94,medium
71.89,69.78,6.34,4.34,1,133,4.89,27.6,16,1,33.14,medium
49.48,37.97,13.31,9.59,0,18,9.1,114.9,39,1,49.51,medium
93.06,94.39,1.14,1.66,0,263,2.65,26.0,3,0,6.8,low
96.43,93.55,3.6,2.02,0,104,2.64,23.3,1,1,10.76,low
41.91,29.89,19.01,10.12,0,30,12.27,139.7,34,3,60.12,high
56.54,46.19,8.68,8.64,1,133,7.23,50.0,16,3,48.57,medium
7.87,2.21,25.42,18.22,1,5,17.21,152.1,41,2,90.43,critical
4.37,1.04,24.0,18.9,1,7,18.63,159.3,43,3,93.56,critical
77.5,54.79,7.18,9.2,0,62,5.19,55.9,6,3,33.05,medium
49.15,48.94,18.4,9.21,1,21,10.91,71.5,22,3,59.19,medium
42.56,42.22,19.41,12.4,0,16,12.09,107.4,24,3,57.64,medium
90.54,83.97,4.67,2.78,0,228,2.44,26.6,0,1,12.89,low
94.82,98.95,2.56,1.87,0,261,0.07,10.4,9,1,6.31,low
46.07,26.52,14.45,11.58,1,18,13.13,77.6,20,2,63.26,high
10.01,0.46,22.28,19.68,1,1,18.53,159.1,46,3,92.27,critical
73.03,56.1,6.61,9.41,1,119,7.87,36.5,6,0,38.05,medium
86.23,87.7,4.68,0.55,0,293,1.51,14.1,2,3,13.17,low
53.42,45.84,14.85,12.37,1,13,13.1,69.9,35,2,59.82,medium
9.2,12.32,22.36,18.28,0,7,19.8,176.1,48,3,82.87,critical
66.26,46.07,5.06,7.33,0,102,4.49,29.3,8,2,32.45,medium
70.71,60.18,12.81,9.14,0,68,5.41,68.4,23,1,35.19,medium
75.99,67.62,12.74,6.02,0,127,6.89,74.3,12,3,33.12,medium
88.18,87.47,1.39,0.76,0,149,1.22,17.1,8,1,10.99,low
7.76,5.76,26.03,18.89,1,2,16.34,171.2,45,3,92.03,critical
96.32,89.96,4.66,1.04,0,214,0.63,9.7,5,2,10.12,low
89.25,88.77,2.02,2.61,0,274,0.49,13.1,4,0,7.89,low
12.08,10.76,28.77,19.86,1,7,19.46,170.0,48,3,93.96,critical
2.19,13.28,24.73,16.87,1,7,17.3,153.3,45,3,90.4,critical
84.37,93.54,2.76,1.03,0,224,1.45,24.3,0,2,11.5,low
1.97,14.75,24.83,16.36,1,2,19.27,166.7,45,3,91.52,critical
43.42,23.18,13.04,14.01,0,26,11.81,63.3,35,1,55.64,medium
84.67,88.45,1.53,1.16,0,143,1.43,25.9,7,0,10.83,low
90.17,82.94,1.66,2.71,0,255,1.85,1.7,5,1,10.85,low
52.82,45.21,21.41,9.7,0,22,11.51,78.6,26,1,50.86,medium
89.04,91.78,3.81,1.33,0,138,1.07,15.1,7,0,10.03,low
87.94,98.94,0.67,1.98,0,249,1.85,21.7,9,0,7.14,low
34.79,46.97,15.58,12.11,0,44,13.11,79.6,29,3,56.59,medium
97.35,99.99,4.73,0.64,0,245,2.74,5.8,8,2,8.92,low
29.39,34.57,18.2,14.13,1,55,8.19,128.7,28,3,68.15,high
92.48,91.85,1.93,0.09,0,233,1.79,22.2,2,1,8.03,low
83.34,94.06,1.03,2.29,0,241,0.5,14.2,5,0,8.16,low
30.1,46.36,12.86,11.49,0,18,10.32,83.8,30,3,55.0,medium
9.64,11.8,23.53,17.37,1,3,17.11,175.1,40,3,88.74,critical
9.09,2.42,25.62,18.02,1,1,16.98,150.2,48,1,89.21,critical
1.79,14.54,25.94,18.02,1,2,17.53,156.8,44,2,90.27,critical
33.09,42.11,20.53,11.49,1,58,12.11,127.3,31,0,64.27,high
9.79,4.15,29.09,16.94,1,5,16.64,167.8,48,3,92.63,critical
3.04,4.01,23.72,16.2,1,4,18.26,167.4,41,3,91.69,critical
87.97,87.5,3.39,2.8,0,287,0.97,12.1,0,0,8.9,low
77.93,53.53,7.58,8.41,0,50,7.05,48.0,24,0,31.51,medium
63.86,63.91,13.58,4.2,0,87,6.57,38.3,16,1,33.13,medium
60.32,70.32,11.56,7.73,1,98,5.15,47.0,6,1,39.97,medium
96.45,82.88,1.55,2.03,0,174,0.7,20.7,7,0,8.72,low
92.02,96.17,0.91,1.82,0,193,2.48,6.1,8,0,7.47,low
31.68,23.66,21.38,8.12,1,25,9.09,138.6,38,3,70.05,high
33.81,43.66,21.87,11.72,1,14,10.65,70.8,38,1,64.92,high
57.15,66.72,10.31,7.01,0,115,6.72,55.4,12,3,36.43,medium
7.51,0.17,25.14,16.3,1,7,19.67,152.9,44,3,92.83,critical
30.39,45.51,15.97,11.18,1,35,11.29,107.2,30,2,63.92,high
88.75,99.13,3.63,1.0,0,160,0.91,12.8,2,0,7.68,low
6.82,4.79,25.28,17.66,1,5,16.08,155.5,48,1,88.48,critical
85.93,89.67,2.32,1.52,1,118,0.37,9.3,0,0,17.65,low
13.98,9.2,27.42,17.22,1,2,19.85,152.2,44,2,90.12,critical
63.54,72.23,7.99,4.12,0,91,6.06,83.9,19,2,31.28,medium
97.88,75.7,2.91,1.13,0,118,1.96,21.9,3,0,11.09,low
7.25,3.79,23.93,16.25,1,7,19.39,159.0,43,3,91.53,critical
2.12,3.12,27.43,18.4,1,1,17.04,158.7,43,3,94.15,critical
55.19,52.42,13.19,9.08,0,78,3.28,35.5,9,2,38.22,medium
43.69,34.04,14.33,9.29,1,19,9.5,138.3,39,3,63.23,high
59.87,55.38,5.22,4.16,0,87,5.74,52.7,22,2,33.25,medium
4.42,4.34,24.4,18.53,1,6,16.59,174.4,41,3,91.92,critical
95.05,80.11,0.16,1.35,0,141,1.09,8.1,0,1,9.7,low
31.11,33.18,21.24,14.94,1,47,12.98,86.9,25,2,70.33,high
4.15,3.85,24.39,17.8,1,4,17.44,168.3,45,3,92.42,critical
12.61,3.63,22.02,17.46,1,7,16.98,164.0,40,2,87.18,critical
1.06,10.18,22.93,18.19,1,2,16.54,167.7,49,3,91.27,critical
72.65,45.86,9.61,5.09,1,132,5.47,29.0,6,2,40.1,medium
11.82,13.52,27.46,17.34,1,4,17.4,178.6,49,3,90.73,critical
33.89,32.55,12.59,14.03,1,37,12.73,82.6,31,2,65.7,high
43.88,25.09,15.71,13.5,0,54,11.11,131.9,34,2,58.18,medium
81.35,95.67,3.49,1.28,0,153,1.62,16.9,0,1,11.79,low
50.98,46.81,12.1,14.89,1,32,8.43,101.6,20,3,57.94,medium
0.5,7.27,26.36,17.82,1,4,19.26,154.2,44,3,94.24,critical
81.66,81.88,2.0,2.89,0,150,2.23,13.5,0,0,13.31,low
47.4,44.17,17.66,8.65,0,29,8.39,117.9,24,1,48.71,medium
86.09,93.51,3.09,2.37,0,177,2.27,13.5,0,0,10.15,low
7.97,7.28,29.73,17.76,1,6,16.94,177.7,46,3,93.4,critical
4.62,8.18,29.95,19.17,1,5,19.2,174.9,49,3,96.34,critical
59.38,57.72,7.01,9.97,0,138,5.79,25.9,15,2,34.88,medium
