etaDeviationHours,weatherLevel,routeRiskIndex,carrierReliability,trackingGapHours,shipmentValueUSD,daysInTransit,supplierRiskScore,isInternational,carrierDelayRate,riskScore,riskTier
37.21,high,83.87,27.52,43.98,199451.31,35.8,66.66,1,46.52,64.61,high
21.42,low,21.57,71.44,18.61,32623.02,9.5,40.49,0,25.51,18.86,low
40.9,high,68.77,38.0,20.39,321877.1,21.2,77.2,1,28.34,59.78,medium
108.15,high,85.25,13.87,70.91,415875.16,42.3,91.69,1,53.4,90.94,critical
42.35,low,79.05,32.66,46.09,374685.0,28.9,63.85,1,41.73,55.13,medium
60.44,high,52.66,50.43,50.0,195865.29,31.0,70.84,1,45.82,62.84,high
14.56,low,25.46,62.41,5.92,170968.6,16.2,24.66,1,25.2,24.78,low
50.09,high,69.87,32.45,29.17,399571.76,33.8,74.62,1,35.58,67.5,high
83.99,high,82.13,1.4,64.27,410960.84,40.0,83.82,1,48.07,85.14,critical
67.42,medium,84.71,30.12,34.81,222140.32,37.7,51.31,1,28.25,61.4,high
73.85,high,84.6,28.5,25.28,362763.07,19.5,80.19,1,38.69,70.82,high
5.81,low,23.87,61.22,11.91,196377.23,10.6,44.17,0,29.72,21.25,low
103.64,high,94.65,6.1,69.8,499705.62,39.8,83.66,1,51.5,92.7,critical
109.64,high,88.01,3.63,57.96,499749.27,42.2,87.66,1,54.63,92.89,critical
38.8,medium,25.83,69.2,12.3,43279.55,14.2,32.47,1,25.57,32.53,medium
4.98,low,9.02,85.12,1.33,21809.27,3.5,15.58,0,4.83,6.35,low
12.22,low,22.33,69.53,8.41,168701.08,19.0,45.57,0,25.76,21.7,low
6.37,high,9.78,83.28,3.15,4802.86,4.0,1.75,1,4.35,21.62,low
4.58,low,19.0,95.06,3.13,29319.51,5.8,4.11,1,1.07,10.1,low
86.91,high,92.56,15.44,63.53,448717.53,40.0,89.7,1,50.37,86.97,critical
17.69,low,36.5,66.87,9.58,86921.83,7.4,40.27,1,22.25,24.11,low
7.27,high,29.04,57.37,23.53,36605.41,7.0,37.46,0,16.26,29.89,low
65.04,high,75.99,50.89,45.68,161726.01,28.9,64.38,1,30.0,63.2,high
56.56,high,71.09,48.88,21.85,246933.8,30.6,71.97,1,38.58,62.14,high
15.53,low,52.97,59.68,7.77,69650.08,16.8,41.75,1,27.45,27.93,low
40.65,medium,66.91,47.67,46.57,383427.06,22.8,65.29,1,34.17,56.65,medium
107.53,high,85.9,1.89,62.74,400047.46,44.3,91.9,1,49.44,90.94,critical
39.93,low,28.36,62.27,24.78,126506.18,11.1,32.2,0,18.12,26.05,low
84.71,high,91.31,9.99,63.32,406253.24,40.0,85.57,1,52.57,85.74,critical
99.6,high,81.68,18.02,70.44,484215.3,40.9,85.37,1,58.21,89.68,critical
0.55,low,2.34,89.25,4.66,29598.35,1.4,3.77,0,3.18,3.45,low
6.22,medium,47.72,54.47,12.55,196599.06,18.9,47.65,1,25.39,36.39,medium
85.47,high,82.64,11.9,66.23,487675.21,42.7,89.12,1,58.25,88.07,critical
55.98,medium,62.16,36.65,48.76,365404.7,28.3,68.01,1,45.09,61.73,high
41.92,high,72.96,49.27,39.65,212449.98,18.7,71.65,1,35.82,58.47,medium
81.94,medium,98.14,14.57,64.52,495258.5,42.0,98.56,1,56.56,83.52,critical
6.18,high,49.74,67.55,13.19,137896.37,5.8,24.97,1,18.61,35.39,medium
-1.5,low,14.32,92.79,1.53,24737.65,2.9,13.37,0,2.38,4.95,low
1.43,low,13.63,91.42,6.55,29194.79,2.4,3.95,1,6.8,9.38,low
105.13,high,97.39,3.38,71.15,380270.46,42.3,81.0,1,54.33,91.27,critical
28.43,medium,33.84,55.18,14.58,195105.35,7.9,38.83,1,10.13,35.24,medium
67.79,low,56.69,35.51,24.52,168330.95,24.0,70.82,1,31.71,48.49,medium
8.1,low,28.36,67.99,18.72,153253.65,12.8,39.56,0,23.48,20.85,low
109.7,medium,99.98,11.33,60.37,478961.15,39.3,99.73,1,49.16,87.43,critical
4.89,low,14.28,86.08,0.28,10789.11,1.9,2.16,0,9.15,5.42,low
26.52,low,31.01,59.44,18.36,199578.49,15.4,43.07,1,24.0,31.26,medium
35.81,low,74.98,28.71,28.05,216369.84,37.4,70.39,1,43.12,50.15,medium
38.54,low,28.5,77.65,23.56,189645.01,10.5,28.07,1,10.25,28.69,low
52.11,low,52.61,36.47,44.23,371543.08,28.2,67.73,0,44.3,49.44,medium
47.77,medium,63.71,41.19,47.0,256995.91,27.0,56.7,1,40.31,55.69,medium
47.7,low,79.08,46.1,33.17,390839.59,30.8,83.72,1,37.42,55.36,medium
58.34,medium,61.73,49.59,34.78,361197.73,35.5,57.43,1,30.12,58.59,medium
88.24,high,86.61,16.92,64.01,388789.33,39.4,94.44,1,50.76,85.27,critical
27.63,low,25.56,61.78,12.99,128571.46,11.2,36.01,1,14.32,26.31,low
-1.71,low,0.04,92.53,1.14,26033.74,6.2,11.52,1,1.92,7.66,low
9.2,low,26.24,70.17,17.27,76043.24,18.0,29.71,1,21.99,22.6,low
46.29,high,77.44,26.97,42.31,152627.81,18.7,71.57,1,33.17,60.71,high
26.38,high,34.54,59.85,24.34,34281.94,20.8,42.88,0,11.18,36.39,medium
-3.74,low,10.69,85.07,4.09,10213.66,0.1,11.15,0,7.65,4.89,low
12.52,low,20.13,52.93,5.47,137002.7,19.8,31.12,1,28.67,25.23,low
107.98,high,81.32,17.27,71.11,387209.26,44.6,82.74,0,58.82,85.49,critical
68.9,medium,65.69,32.78,41.3,387992.13,30.4,73.11,0,41.34,61.14,high
36.56,low,41.86,66.23,8.73,131912.36,8.5,20.85,0,22.07,23.89,low
4.37,medium,10.59,86.98,3.31,18951.99,7.3,2.31,0,1.86,11.81,low
-3.04,low,17.29,97.22,0.17,11691.11,4.4,5.89,0,5.92,4.29,low
61.36,high,81.59,44.04,39.09,251293.16,31.2,57.11,0,31.83,61.24,high
50.24,medium,63.64,25.06,43.72,247944.9,31.0,77.49,1,43.81,59.79,medium
5.56,medium,3.36,95.58,0.67,35257.77,2.4,4.84,1,3.96,13.86,low
19.51,low,20.91,52.23,24.2,103041.03,12.1,37.3,1,27.91,27.02,low
8.06,low,8.48,84.99,4.41,27658.86,6.6,13.55,0,3.04,7.61,low
48.55,high,68.36,50.26,42.56,364284.65,33.9,65.99,0,48.84,62.11,high
82.27,high,87.62,17.24,63.53,494733.09,39.9,96.46,1,53.11,87.16,critical
8.53,low,45.37,65.03,9.52,110175.29,16.5,42.14,0,26.0,22.24,low
10.88,low,27.7,72.42,9.47,124669.08,19.7,30.83,0,12.18,18.91,low
7.53,low,49.96,66.03,12.3,33075.94,6.7,43.99,1,21.93,23.1,low
49.36,medium,81.57,51.69,41.17,161758.26,31.8,81.79,1,33.91,56.58,medium
99.08,high,99.63,2.69,63.48,423345.21,41.3,80.49,1,57.61,90.68,critical
6.96,medium,3.32,98.6,7.33,3930.52,6.4,19.67,0,7.12,11.9,low
38.74,medium,21.77,76.56,23.6,110681.97,18.0,49.62,0,10.73,31.23,medium
52.2,low,54.91,30.18,36.24,187347.27,32.2,57.14,0,34.36,44.26,medium
40.13,high,61.09,25.35,29.43,154145.2,22.0,82.35,1,39.98,58.28,medium
36.87,medium,76.02,36.88,47.09,375981.56,26.7,84.73,0,48.87,57.24,medium
5.32,low,18.38,87.78,2.39,11306.48,5.3,1.94,0,0.78,6.09,low
7.96,low,14.21,89.87,1.1,42943.79,3.3,12.58,0,9.21,7.53,low
5.25,medium,1.93,88.55,1.53,43751.18,1.1,10.42,1,1.14,14.67,low
24.73,low,40.37,75.61,8.29,163580.02,16.4,49.74,0,25.16,25.23,low
48.19,high,60.64,46.79,28.68,170150.53,21.3,77.09,0,36.65,53.1,medium
83.21,high,95.26,4.03,67.63,418520.22,43.9,81.17,1,52.23,87.62,critical
90.65,high,84.05,14.34,61.43,498573.55,38.0,93.74,1,52.65,87.83,critical
15.49,high,35.41,64.84,7.17,95130.84,11.1,47.38,0,16.22,32.54,medium
4.39,low,10.97,99.95,4.4,27850.29,2.7,13.34,0,4.6,5.14,low
8.01,medium,51.73,72.7,24.94,166654.13,10.5,29.89,1,29.73,33.42,medium
70.75,medium,71.7,46.01,41.74,187328.34,25.8,64.87,1,35.99,58.27,medium
28.05,high,32.95,57.61,22.97,58694.13,18.4,33.32,1,14.32,40.19,medium
0.99,low,9.73,95.7,7.74,47945.48,5.4,8.43,0,6.68,5.87,low
58.76,high,66.88,38.57,44.81,239011.64,20.4,57.93,1,38.28,62.46,high
30.06,medium,29.71,73.51,20.83,123525.02,8.3,30.91,0,11.9,27.75,low
12.86,high,39.06,76.17,14.86,71075.61,20.2,34.53,0,19.4,32.43,medium
40.87,high,75.35,36.64,28.35,171924.83,33.0,54.42,0,30.13,54.38,medium
81.79,high,80.49,14.57,59.6,462831.0,38.4,80.39,1,49.31,83.46,critical
86.06,high,87.24,12.43,65.25,478247.16,42.0,80.09,1,50.28,86.96,critical
-1.12,low,12.92,81.02,1.95,35357.23,0.7,4.91,0,6.92,5.5,low
7.2,low,34.57,51.33,15.59,114341.51,7.1,44.48,0,15.28,20.66,low
92.45,high,91.79,16.68,66.81,382947.74,43.7,99.48,0,58.39,84.52,critical
90.81,high,96.48,6.8,68.56,409532.07,42.0,90.11,1,56.73,89.44,critical
57.01,medium,60.25,46.52,21.01,315243.29,35.9,84.12,1,49.52,59.35,medium
2.64,low,12.36,81.97,2.6,13340.5,7.0,8.82,0,6.48,6.76,low
11.13,low,21.12,54.23,18.29,78751.48,13.0,31.46,1,21.81,23.35,low
51.88,low,73.83,33.31,44.54,334229.37,19.6,76.84,1,28.46,53.54,medium
111.37,high,81.51,15.9,59.0,418497.98,42.3,80.84,1,59.88,89.19,critical
115.75,high,83.15,18.91,64.46,389902.98,40.9,90.61,1,57.62,90.2,critical
98.98,high,86.9,10.46,59.42,475141.0,43.2,90.47,1,48.03,89.65,critical
-3.09,low,17.33,84.53,0.14,40993.48,0.1,16.69,0,5.62,6.35,low
91.06,high,93.51,11.52,64.12,493616.57,44.6,93.01,1,52.18,90.58,critical
83.5,high,90.78,2.69,58.5,411602.97,40.1,91.62,1,52.22,86.25,critical
21.22,low,46.44,62.51,24.08,36501.1,5.1,27.14,1,15.95,24.9,low
38.65,low,45.11,56.51,14.17,118654.59,19.1,21.63,0,29.72,28.38,low
7.69,low,15.55,95.45,0.33,29869.4,2.0,6.87,0,4.66,5.71,low
37.88,medium,42.35,53.9,21.7,187653.77,12.4,27.16,1,19.28,39.22,medium
101.57,high,99.15,6.54,66.86,465369.08,41.6,87.1,1,50.78,92.21,critical
31.1,low,51.12,51.51,14.94,164113.47,20.8,30.16,1,18.38,33.62,medium
46.16,medium,51.66,26.09,47.47,209149.57,26.9,77.58,1,29.09,55.27,medium
20.28,low,21.36,67.21,22.75,130375.29,20.4,21.82,1,12.94,25.46,low
4.85,medium,8.68,99.29,3.94,25574.49,6.5,10.25,0,7.68,11.54,low
48.07,medium,75.4,45.91,40.22,353753.01,33.7,73.45,1,49.9,61.42,high
47.51,medium,68.52,48.66,27.82,370639.51,26.2,67.5,0,35.6,52.48,medium
53.04,medium,76.95,49.93,46.62,223141.69,36.3,62.61,1,28.07,57.84,medium
113.51,high,81.15,0.5,69.35,474413.35,38.1,86.69,1,50.03,92.64,critical
-3.28,low,4.3,99.63,5.06,42944.86,5.8,7.74,0,4.56,4.1,low
-3.11,low,12.25,82.38,0.99,37010.88,6.4,3.73,0,0.99,5.73,low
63.75,high,50.92,32.24,44.41,332749.63,29.9,75.7,0,38.85,63.45,high
35.54,medium,73.5,48.69,41.18,314784.61,25.4,62.17,1,43.02,54.95,medium
60.74,high,73.24,32.0,37.32,320303.19,31.8,82.71,0,44.0,65.75,high
4.19,low,10.09,99.36,5.79,34703.18,2.3,13.59,1,9.75,9.67,low
21.83,medium,29.77,56.58,12.87,21029.78,13.0,40.93,1,21.16,30.85,medium
8.21,low,7.36,92.51,6.96,41658.57,1.8,17.77,0,4.4,6.94,low
96.45,high,98.3,18.55,62.96,487205.93,42.3,90.88,1,56.66,90.88,critical
16.55,medium,43.17,50.71,16.69,133677.27,9.1,48.81,0,16.38,30.82,medium
96.49,high,98.58,8.89,60.68,443688.94,41.0,96.6,1,55.93,90.77,critical
-0.77,low,4.39,93.32,5.7,20763.54,0.9,12.36,0,1.47,3.58,low
2.31,low,9.18,87.43,2.65,26486.52,0.7,7.07,1,8.79,8.98,low
37.59,high,43.66,72.48,24.97,194958.69,9.4,33.98,1,18.05,43.92,medium
36.49,high,56.25,46.05,44.24,362439.13,35.2,59.86,1,45.84,62.56,high
2.25,low,9.32,80.6,7.72,49281.59,5.2,8.74,0,5.37,7.49,low
-4.92,low,12.31,80.22,0.12,11932.2,2.4,7.82,0,6.82,5.25,low
69.41,medium,68.25,35.14,37.86,201609.06,33.1,82.36,1,35.83,61.32,high
106.49,high,87.87,16.54,71.92,472445.83,40.6,84.38,1,51.69,91.16,critical
0.08,low,4.09,85.19,7.83,19331.77,8.0,19.22,1,7.37,10.76,low
88.4,high,98.73,17.12,61.51,441316.05,41.8,84.42,1,55.02,87.62,critical
110.81,high,99.21,15.26,55.67,395642.51,42.6,87.13,1,57.57,90.76,critical
113.4,high,96.74,14.69,67.14,450555.67,42.5,95.28,0,49.95,89.7,critical
112.78,high,91.89,4.3,56.81,471563.4,39.4,85.54,1,52.31,92.25,critical
-2.84,low,9.65,95.29,1.44,4293.05,2.7,3.12,0,9.03,3.22,low
6.46,medium,20.85,51.89,20.45,57962.67,15.8,44.98,1,17.27,29.73,low
5.36,low,1.42,80.3,1.13,13282.23,4.4,5.96,0,2.0,4.95,low
5.38,low,19.55,93.97,5.13,17606.6,2.7,10.02,0,7.06,6.68,low
-2.19,low,9.26,98.93,6.08,15632.08,2.1,10.83,1,4.81,7.83,low
72.91,high,73.47,35.84,25.05,253933.68,33.1,57.72,0,29.39,61.93,high
95.33,high,89.36,0.18,55.77,440007.55,39.2,87.16,1,49.66,88.18,critical
3.49,medium,18.29,88.53,6.86,48940.88,4.1,14.19,0,3.69,14.04,low
47.96,medium,82.96,35.45,32.51,161229.09,29.4,50.54,1,38.07,54.49,medium
71.5,high,56.96,29.02,24.69,313126.32,31.3,64.34,0,45.04,63.01,high
86.48,high,92.1,0.75,63.0,394176.34,42.6,85.02,1,58.71,87.59,critical
34.83,low,23.26,75.25,19.96,27951.74,12.9,42.1,1,11.32,24.95,low
48.88,medium,64.43,40.1,40.09,270167.58,32.7,60.89,1,34.06,56.57,medium
14.61,low,38.24,71.48,14.27,196113.05,14.2,46.01,0,11.58,23.39,low
1.78,low,4.61,85.12,7.49,31349.21,4.1,16.8,0,4.72,6.34,low
7.52,low,12.26,88.59,4.35,21171.87,4.4,16.96,0,8.71,7.71,low
38.34,low,32.01,50.02,5.97,139373.65,18.4,28.21,0,29.55,27.37,low
-0.69,low,5.68,85.57,4.52,12318.4,6.1,4.94,0,6.06,4.8,low
67.34,medium,70.15,42.4,24.17,339572.07,23.6,74.89,1,33.44,59.78,medium
69.34,medium,83.99,41.38,25.75,173876.79,25.4,76.46,1,45.4,59.35,medium
-4.76,low,8.53,85.69,6.11,49861.61,5.5,16.19,0,3.53,6.83,low
-1.27,low,17.45,82.31,2.93,5756.81,6.8,4.02,1,9.98,10.52,low
0.99,medium,5.46,89.79,0.33,34198.52,2.0,3.49,0,4.54,9.65,low
2.36,medium,13.73,94.16,6.07,22774.65,4.0,9.31,0,7.06,11.81,low
114.06,high,82.76,4.55,58.84,470475.25,43.7,86.68,1,54.63,92.56,critical
85.9,medium,99.89,6.32,57.55,470511.33,43.2,85.65,1,52.83,82.84,critical
117.05,medium,86.83,12.3,56.35,433798.03,45.0,85.99,1,49.9,85.52,critical
9.04,low,9.36,86.76,5.59,16201.53,2.0,8.17,0,7.78,6.64,low
59.6,high,66.06,27.2,47.55,379441.91,34.4,79.42,1,38.6,71.56,high
68.77,low,73.46,41.77,32.41,337549.46,27.4,54.04,1,41.36,54.9,medium
19.77,low,34.52,76.8,22.35,31081.17,21.8,24.25,1,29.6,25.1,low
1.1,low,13.43,93.32,2.52,38802.12,5.0,2.07,1,3.78,8.99,low
35.71,high,50.72,41.58,48.34,249007.57,21.1,58.89,1,42.21,57.11,medium
36.71,high,64.54,29.5,47.89,293378.32,35.3,56.99,0,45.89,59.78,medium
37.49,high,50.29,49.54,23.92,374995.12,22.4,72.36,1,46.95,58.51,medium
63.76,low,63.28,32.56,21.88,286220.63,24.8,76.51,0,45.39,48.88,medium
47.84,high,60.3,41.86,39.28,366786.29,20.4,80.13,1,28.97,62.95,high
4.72,low,12.14,98.04,0.91,49157.7,0.3,5.13,0,6.59,4.7,low
-3.06,low,15.24,83.58,4.34,19189.44,5.2,14.81,1,6.17,10.92,low
48.35,medium,76.27,49.98,34.48,365031.47,34.0,71.7,1,41.84,60.18,high
89.08,high,95.82,7.12,66.85,436011.25,44.1,95.14,1,50.66,89.84,critical
-2.36,low,1.01,95.09,0.04,23081.51,4.7,7.39,0,0.49,2.63,low
-4.28,low,6.47,83.9,0.2,13412.78,5.1,15.13,0,7.01,5.31,low
33.24,high,23.66,79.93,17.27,182807.96,12.1,25.7,1,19.05,38.72,medium
13.92,medium,37.82,71.63,19.87,93724.37,21.7,29.98,1,27.35,32.46,medium
101.82,high,89.61,1.78,66.16,461545.46,42.7,95.58,1,50.29,92.27,critical
71.98,high,72.23,49.99,24.86,162558.14,33.7,51.19,1,42.86,62.47,high
64.95,medium,62.2,26.6,31.45,219437.91,26.2,76.58,1,35.71,58.63,medium
37.9,low,39.53,54.37,15.59,35394.81,12.3,28.64,1,28.7,29.23,low
38.14,high,75.95,31.74,36.39,322389.48,32.7,75.5,1,36.35,64.99,high
40.49,high,58.14,46.36,34.32,288302.9,36.7,74.51,0,43.45,57.87,medium
22.48,medium,29.63,62.74,5.78,167058.87,18.8,33.93,1,23.18,33.66,medium
51.34,medium,53.09,38.95,45.61,233460.27,26.9,55.47,0,35.68,50.17,medium
61.39,high,71.41,30.7,40.98,150383.15,33.0,54.25,1,48.13,64.34,high
44.84,high,58.67,47.52,39.63,192905.22,36.9,61.9,1,36.21,59.46,medium
8.1,low,7.63,85.2,1.95,1292.32,7.0,16.97,0,9.0,7.34,low
14.78,high,34.51,54.82,21.12,84276.99,9.5,47.08,0,27.26,35.0,medium
24.25,medium,41.25,77.26,5.22,189208.04,17.4,40.72,0,27.48,30.97,medium
34.99,low,21.53,63.66,5.83,22636.96,13.7,23.04,0,17.08,19.25,low
36.54,low,44.66,57.06,18.99,70122.17,18.0,26.26,0,23.53,27.02,low
35.91,medium,51.04,50.26,30.11,358294.67,29.2,74.16,1,28.52,52.66,medium
7.52,low,16.81,93.83,0.72,35829.29,7.5,12.28,0,5.48,7.64,low
32.93,low,28.55,73.44,17.8,52800.81,8.0,44.79,1,21.16,25.78,low
14.39,medium,27.6,75.44,8.27,63288.59,6.0,36.43,0,24.47,22.46,low
85.98,high,85.37,3.81,61.58,381060.25,43.7,80.83,1,55.54,85.55,critical
0.9,low,3.21,88.02,5.29,47610.34,1.8,8.03,0,2.44,4.6,low
103.31,high,90.21,16.1,66.6,424597.73,42.1,89.01,1,53.69,89.94,critical
33.29,high,26.5,66.95,13.11,40384.88,7.6,30.47,1,11.97,35.61,medium
118.57,high,94.75,15.43,70.7,469653.0,41.0,90.38,0,49.8,90.53,critical
103.06,high,88.24,7.95,63.25,456008.71,42.8,80.68,1,54.29,90.34,critical
6.57,low,17.85,97.99,7.19,40803.09,5.7,1.82,0,9.17,7.09,low
2.55,low,18.54,80.25,5.7,34659.1,0.2,5.98,0,0.07,6.65,low
115.53,high,91.56,11.38,71.82,471529.03,40.9,98.73,1,52.03,94.97,critical
96.08,high,80.15,18.83,68.36,446349.61,38.2,97.85,1,48.47,87.5,critical
14.81,low,41.54,59.72,15.62,160640.18,21.0,37.56,1,18.43,29.28,low
86.8,medium,83.38,1.28,57.94,404825.78,44.9,82.68,1,55.09,80.21,critical
71.54,medium,56.54,42.88,23.65,182776.93,19.0,67.24,1,33.72,53.63,medium
96.47,high,90.77,9.28,55.14,468284.19,40.5,87.57,1,48.24,88.43,critical
83.77,high,96.47,6.19,65.26,442979.48,38.6,89.07,1,58.57,88.09,critical
12.48,low,33.77,73.17,8.72,54233.0,8.7,39.85,1,26.35,21.79,low
106.73,high,92.02,11.12,59.51,462308.72,42.0,97.51,1,52.32,91.96,critical
95.29,medium,93.61,8.3,56.57,437075.67,44.9,88.23,1,56.77,83.48,critical
3.47,low,19.8,87.68,7.44,39897.41,2.7,2.0,1,1.54,10.77,low
9.06,low,34.93,75.46,16.89,73343.56,15.0,28.21,0,19.13,18.14,low
111.22,high,81.4,18.59,63.67,392478.11,44.3,83.44,1,49.97,88.68,critical
7.79,medium,12.28,84.79,3.29,27709.67,6.8,1.66,0,6.05,13.2,low
5.48,low,23.71,75.18,14.78,140191.11,10.3,33.45,1,19.31,21.13,low
104.35,high,94.26,3.45,63.87,417939.5,41.9,92.81,1,56.74,91.88,critical
41.2,medium,68.8,30.23,31.76,327696.74,32.1,73.31,1,28.83,57.67,medium
44.94,high,65.32,36.59,40.39,327103.27,34.8,74.99,1,46.97,66.07,high
80.94,high,95.23,5.52,67.77,406863.35,39.7,84.16,1,54.06,86.4,critical
118.17,high,98.9,0.43,66.46,442788.25,42.6,83.52,1,59.94,95.75,critical
11.73,low,35.53,54.56,18.26,88706.91,19.6,27.33,1,13.04,25.66,low
106.94,high,80.2,5.41,58.17,393902.04,43.7,91.82,1,56.9,89.52,critical
40.36,high,57.66,42.34,36.34,301768.41,20.0,82.37,1,36.23,59.93,medium
12.51,low,37.47,76.97,9.51,136793.5,6.4,41.2,1,28.34,23.76,low
112.16,high,94.43,5.04,61.1,388999.45,38.9,81.6,1,55.31,90.65,critical
103.36,high,91.72,12.38,55.63,488877.42,43.8,88.52,1,50.83,90.88,critical
0.46,low,14.94,80.45,3.74,43733.19,1.6,11.06,1,8.83,11.06,low
22.9,medium,31.08,50.62,18.18,87362.75,6.0,30.97,0,23.61,28.09,low
41.12,low,75.15,37.11,40.55,356477.59,35.7,71.27,0,46.45,51.05,medium
7.42,low,8.23,89.76,3.93,23995.26,4.8,10.92,0,6.04,6.51,low
-4.44,low,17.0,87.92,6.29,48590.68,3.6,2.71,0,9.39,6.59,low
14.07,medium,47.31,63.43,6.44,181964.63,19.1,37.58,0,29.55,31.37,medium
115.44,medium,92.29,4.51,68.55,419408.45,40.9,92.42,1,52.15,87.62,critical
112.81,high,80.82,3.63,62.94,433213.38,44.6,82.0,1,56.86,91.68,critical
34.69,low,50.76,66.62,12.21,126152.72,12.1,22.59,1,16.12,29.21,low
109.44,high,94.66,10.14,58.17,442640.49,42.9,80.79,0,57.37,87.4,critical
113.01,medium,86.39,9.49,64.94,474092.61,41.8,85.25,1,51.16,86.38,critical
87.54,high,89.64,15.1,60.5,389550.97,40.4,99.55,1,57.81,86.36,critical
108.26,high,88.1,1.73,60.06,397998.35,44.9,97.13,1,57.71,92.07,critical
57.73,medium,72.01,27.0,29.39,220779.64,26.9,58.04,1,38.08,57.06,medium
89.84,high,99.79,3.9,58.85,408165.24,38.1,98.47,0,50.26,84.39,critical
45.32,high,57.94,37.48,41.05,341254.41,31.8,55.72,0,43.66,59.29,medium
31.12,high,24.78,75.38,12.18,177662.18,18.0,29.17,0,25.51,36.0,medium
40.67,high,68.81,39.25,22.08,362083.2,24.2,74.09,0,46.69,58.27,medium
23.18,medium,34.39,76.93,17.13,75254.49,6.6,42.21,1,22.66,30.46,medium
-1.83,low,19.57,80.1,4.27,5035.63,1.3,8.33,0,6.44,6.27,low
18.98,medium,29.31,74.81,20.64,88681.92,17.0,24.1,1,28.01,30.76,medium
52.18,high,64.92,38.72,45.15,192449.15,21.9,52.61,0,42.22,56.04,medium
53.23,medium,58.76,31.97,34.49,282621.23,25.6,65.94,1,48.17,57.26,medium
32.02,medium,48.9,79.89,7.4,143711.54,8.4,29.32,1,20.11,33.2,medium
8.07,low,14.16,83.72,2.44,35706.03,5.5,12.44,1,6.69,12.35,low
0.04,medium,17.32,84.02,6.57,10942.53,5.4,16.64,0,3.74,13.21,low
65.17,high,75.17,39.11,43.93,154004.05,22.1,80.03,1,46.32,65.06,high
69.64,high,50.04,38.03,24.46,266722.97,26.6,64.79,1,49.21,63.29,high
87.22,high,86.45,0.84,69.4,397110.59,42.5,92.42,1,49.05,87.74,critical
18.63,high,38.02,62.61,9.08,157513.15,13.3,32.49,1,20.13,38.81,medium
91.07,high,99.07,13.01,60.15,410123.02,42.9,91.29,1,55.08,88.42,critical
41.83,high,68.09,48.29,32.96,371928.53,29.3,83.06,0,34.6,59.76,medium
1.35,low,4.68,96.73,6.77,46355.17,5.3,14.75,0,5.11,5.47,low
1.72,low,7.66,87.76,7.64,39491.64,6.6,14.01,0,6.87,7.01,low
7.73,medium,18.84,94.66,3.2,9274.76,4.6,6.01,0,2.91,12.29,low
9.05,low,18.14,97.16,4.59,37158.08,6.4,14.47,0,6.5,8.25,low
45.95,high,66.85,48.37,47.31,191914.1,36.6,58.25,0,36.86,57.1,medium
105.34,high,97.68,19.65,67.63,457356.12,39.0,91.49,1,54.62,91.45,critical
19.66,low,35.42,67.63,17.21,35982.88,18.4,38.19,1,12.11,25.0,low
8.42,low,47.18,59.53,15.97,111748.0,13.3,46.29,0,28.75,23.69,low
-0.74,low,11.24,82.21,4.73,16222.65,7.8,17.04,1,8.3,11.34,low
27.62,low,22.7,79.52,11.07,127408.96,6.7,32.53,1,26.32,23.66,low
57.34,medium,80.94,48.19,28.34,317145.63,26.7,70.37,1,46.66,59.66,medium
85.89,high,80.95,4.79,67.26,389660.87,42.8,91.66,1,48.26,85.97,critical
109.51,medium,84.0,10.99,56.49,435500.43,42.2,84.05,1,56.49,83.78,critical
57.67,medium,80.02,51.5,42.95,335545.25,18.8,61.3,0,32.84,54.29,medium
9.09,medium,36.77,55.22,10.69,189952.05,11.4,22.87,1,23.04,31.69,medium
10.0,low,9.84,96.66,0.96,31861.95,3.5,1.06,0,2.97,5.13,low
8.61,high,49.24,66.56,8.62,96410.87,19.1,29.66,0,21.05,33.27,medium
5.24,low,5.73,98.45,6.83,3094.86,4.0,12.52,0,5.84,4.73,low
45.4,high,75.11,31.48,45.05,257417.87,32.4,80.16,1,29.8,65.52,high
39.77,medium,41.34,53.77,18.94,59573.08,14.0,43.5,0,17.51,33.55,medium
15.22,low,27.77,75.52,17.49,37754.9,14.2,33.01,0,20.88,17.98,low
42.22,high,77.0,46.16,36.73,396587.98,28.3,57.49,1,49.27,64.87,high
8.58,low,15.2,82.39,5.83,35458.89,3.0,7.42,1,7.95,12.3,low
29.43,medium,34.39,73.58,20.11,28911.1,7.2,25.52,1,18.32,29.63,low
5.17,low,8.77,91.89,1.38,47174.58,4.2,9.59,1,1.04,9.67,low
95.72,high,97.52,13.22,71.45,445063.95,40.3,95.07,1,51.83,90.78,critical
15.32,medium,30.83,67.33,9.99,109498.21,6.4,34.39,0,16.75,24.51,low
4.84,medium,12.63,87.31,4.08,7786.08,4.1,4.01,0,4.73,11.68,low
98.79,high,85.32,7.96,64.42,468113.05,40.4,86.32,0,53.26,85.59,critical
34.53,high,36.77,53.1,7.79,36599.21,11.0,43.44,0,13.24,35.5,medium
22.92,low,25.79,67.72,14.57,172313.86,18.7,27.52,1,23.93,27.4,low
10.37,low,30.2,70.35,21.49,33547.74,13.0,28.26,1,23.4,21.82,low
36.21,low,66.02,37.45,40.99,367366.37,25.5,80.1,0,29.93,47.12,medium
-4.08,low,6.74,94.87,3.87,18982.48,2.3,10.45,1,3.97,7.72,low
-0.79,low,0.64,88.05,4.02,1552.51,0.9,7.44,0,1.37,2.6,low
